"berkas_citra","nama"
"../test/315__F_Right_little_finger.BMP","Bridget Cooper"
"../test/315__F_Left_index_finger.BMP","Bridget Cooper"
"../test/316__M_Right_thumb_finger.BMP","Betty Christian"
"../test/316__M_Left_little_finger.BMP","Betty Christian"
"../test/316__M_Left_middle_finger.BMP","Betty Christian"
"../test/316__M_Left_thumb_finger.BMP","Betty Christian"
"../test/316__M_Right_middle_finger.BMP","Betty Christian"
"../test/316__M_Left_ring_finger.BMP","Betty Christian"
"../test/316__M_Right_little_finger.BMP","Betty Christian"
"../test/316__M_Right_index_finger.BMP","Betty Christian"
"../test/316__M_Right_ring_finger.BMP","Betty Christian"
"../test/316__M_Left_index_finger.BMP","Betty Christian"
"../test/317__M_Left_thumb_finger.BMP","Neil Mckane"
"../test/317__M_Right_middle_finger.BMP","Neil Mckane"
"../test/317__M_Right_little_finger.BMP","Neil Mckane"
"../test/317__M_Right_index_finger.BMP","Neil Mckane"
"../test/317__M_Left_index_finger.BMP","Neil Mckane"
"../test/317__M_Right_ring_finger.BMP","Neil Mckane"
"../test/317__M_Left_middle_finger.BMP","Neil Mckane"
"../test/317__M_Left_little_finger.BMP","Neil Mckane"
"../test/317__M_Left_ring_finger.BMP","Neil Mckane"
"../test/317__M_Right_thumb_finger.BMP","Neil Mckane"
"../test/318__F_Left_thumb_finger.BMP","Terry Corathers"
"../test/318__F_Right_index_finger.BMP","Terry Corathers"
"../test/318__F_Left_ring_finger.BMP","Terry Corathers"
"../test/318__F_Right_middle_finger.BMP","Terry Corathers"
"../test/318__F_Left_index_finger.BMP","Terry Corathers"
"../test/318__F_Right_little_finger.BMP","Terry Corathers"
"../test/318__F_Right_ring_finger.BMP","Terry Corathers"
"../test/318__F_Right_thumb_finger.BMP","Terry Corathers"
"../test/318__F_Left_middle_finger.BMP","Terry Corathers"
"../test/318__F_Left_little_finger.BMP","Terry Corathers"
"../test/319__M_Right_thumb_finger.BMP","Amber Benson"
"../test/319__M_Left_index_finger.BMP","Amber Benson"
"../test/319__M_Left_middle_finger.BMP","Amber Benson"
"../test/319__M_Right_ring_finger.BMP","Amber Benson"
"../test/319__M_Left_little_finger.BMP","Amber Benson"
"../test/319__M_Left_ring_finger.BMP","Amber Benson"
"../test/319__M_Right_index_finger.BMP","Amber Benson"
"../test/319__M_Right_middle_finger.BMP","Amber Benson"
"../test/319__M_Left_thumb_finger.BMP","Amber Benson"
"../test/319__M_Right_little_finger.BMP","Amber Benson"
"../test/320__M_Left_thumb_finger.BMP","Rebecca Le"
"../test/320__M_Left_ring_finger.BMP","Rebecca Le"
"../test/320__M_Left_little_finger.BMP","Rebecca Le"
"../test/320__M_Left_middle_finger.BMP","Rebecca Le"
"../test/320__M_Right_thumb_finger.BMP","Rebecca Le"
"../test/320__M_Left_index_finger.BMP","Rebecca Le"
"../test/320__M_Right_ring_finger.BMP","Rebecca Le"
"../test/320__M_Right_middle_finger.BMP","Rebecca Le"
"../test/320__M_Right_little_finger.BMP","Rebecca Le"
"../test/320__M_Right_index_finger.BMP","Rebecca Le"
"../test/321__M_Right_index_finger.BMP","Carlton Martin"
"../test/321__M_Left_thumb_finger.BMP","Carlton Martin"
"../test/321__M_Right_thumb_finger.BMP","Carlton Martin"
"../test/321__M_Left_ring_finger.BMP","Carlton Martin"
"../test/321__M_Right_middle_finger.BMP","Carlton Martin"
"../test/321__M_Right_little_finger.BMP","Carlton Martin"
"../test/321__M_Left_middle_finger.BMP","Carlton Martin"
"../test/321__M_Right_ring_finger.BMP","Carlton Martin"
"../test/321__M_Left_little_finger.BMP","Carlton Martin"
"../test/321__M_Left_index_finger.BMP","Carlton Martin"
"../test/322__M_Right_middle_finger.BMP","Lisa Gonzalez"
"../test/322__M_Right_little_finger.BMP","Lisa Gonzalez"
"../test/322__M_Right_thumb_finger.BMP","Lisa Gonzalez"
"../test/322__M_Left_index_finger.BMP","Lisa Gonzalez"
"../test/322__M_Left_little_finger.BMP","Lisa Gonzalez"
"../test/322__M_Right_ring_finger.BMP","Lisa Gonzalez"
"../test/322__M_Left_middle_finger.BMP","Lisa Gonzalez"
"../test/322__M_Right_index_finger.BMP","Lisa Gonzalez"
"../test/322__M_Left_thumb_finger.BMP","Lisa Gonzalez"
"../test/322__M_Left_ring_finger.BMP","Lisa Gonzalez"
"../test/323__M_Right_ring_finger.BMP","Ann Schwartz"
"../test/323__M_Left_index_finger.BMP","Ann Schwartz"
"../test/323__M_Right_index_finger.BMP","Ann Schwartz"
"../test/323__M_Left_ring_finger.BMP","Ann Schwartz"
"../test/323__M_Right_middle_finger.BMP","Ann Schwartz"
"../test/323__M_Right_little_finger.BMP","Ann Schwartz"
"../test/323__M_Left_middle_finger.BMP","Ann Schwartz"
"../test/323__M_Left_little_finger.BMP","Ann Schwartz"
"../test/323__M_Left_thumb_finger.BMP","Ann Schwartz"
"../test/323__M_Right_thumb_finger.BMP","Ann Schwartz"
"../test/324__M_Left_thumb_finger.BMP","Caroline Levine"
"../test/324__M_Left_ring_finger.BMP","Caroline Levine"
"../test/324__M_Right_little_finger.BMP","Caroline Levine"
"../test/324__M_Right_middle_finger.BMP","Caroline Levine"
"../test/324__M_Right_index_finger.BMP","Caroline Levine"
"../test/324__M_Left_index_finger.BMP","Caroline Levine"
"../test/324__M_Right_ring_finger.BMP","Caroline Levine"
"../test/324__M_Left_little_finger.BMP","Caroline Levine"
"../test/324__M_Left_middle_finger.BMP","Caroline Levine"
"../test/324__M_Right_thumb_finger.BMP","Caroline Levine"
"../test/325__M_Right_thumb_finger.BMP","Karrie Mcnamara"
"../test/325__M_Right_little_finger.BMP","Karrie Mcnamara"
"../test/325__M_Right_middle_finger.BMP","Karrie Mcnamara"
"../test/325__M_Left_middle_finger.BMP","Karrie Mcnamara"
"../test/325__M_Left_little_finger.BMP","Karrie Mcnamara"
"../test/325__M_Left_thumb_finger.BMP","Karrie Mcnamara"
"../test/325__M_Right_index_finger.BMP","Karrie Mcnamara"
"../test/325__M_Left_ring_finger.BMP","Karrie Mcnamara"
"../test/325__M_Right_ring_finger.BMP","Karrie Mcnamara"
"../test/325__M_Left_index_finger.BMP","Karrie Mcnamara"
"../test/326__M_Right_index_finger.BMP","Grady Mcdonald"
"../test/326__M_Left_index_finger.BMP","Grady Mcdonald"
"../test/326__M_Right_ring_finger.BMP","Grady Mcdonald"
"../test/326__M_Right_little_finger.BMP","Grady Mcdonald"
"../test/326__M_Right_middle_finger.BMP","Grady Mcdonald"
"../test/326__M_Right_thumb_finger.BMP","Grady Mcdonald"
"../test/326__M_Left_ring_finger.BMP","Grady Mcdonald"
"../test/326__M_Left_thumb_finger.BMP","Grady Mcdonald"
"../test/326__M_Left_little_finger.BMP","Grady Mcdonald"
"../test/326__M_Left_middle_finger.BMP","Grady Mcdonald"
"../test/327__M_Left_middle_finger.BMP","Bruce Young"
"../test/327__M_Right_ring_finger.BMP","Bruce Young"
"../test/327__M_Left_little_finger.BMP","Bruce Young"
"../test/327__M_Left_index_finger.BMP","Bruce Young"
"../test/327__M_Right_thumb_finger.BMP","Bruce Young"
"../test/327__M_Left_ring_finger.BMP","Bruce Young"
"../test/327__M_Left_thumb_finger.BMP","Bruce Young"
"../test/327__M_Right_index_finger.BMP","Bruce Young"
"../test/327__M_Right_little_finger.BMP","Bruce Young"
"../test/327__M_Right_middle_finger.BMP","Bruce Young"
"../test/328__M_Left_thumb_finger.BMP","Elizabeth Chester"
"../test/328__M_Left_little_finger.BMP","Elizabeth Chester"
"../test/328__M_Left_middle_finger.BMP","Elizabeth Chester"
"../test/328__M_Right_little_finger.BMP","Elizabeth Chester"
"../test/328__M_Right_middle_finger.BMP","Elizabeth Chester"
"../test/328__M_Left_ring_finger.BMP","Elizabeth Chester"
"../test/328__M_Right_thumb_finger.BMP","Elizabeth Chester"
"../test/328__M_Left_index_finger.BMP","Elizabeth Chester"
"../test/328__M_Right_ring_finger.BMP","Elizabeth Chester"
"../test/328__M_Right_index_finger.BMP","Elizabeth Chester"
"../test/329__M_Right_index_finger.BMP","Douglas Shorter"
"../test/329__M_Right_little_finger.BMP","Douglas Shorter"
"../test/329__M_Right_middle_finger.BMP","Douglas Shorter"
"../test/329__M_Left_thumb_finger.BMP","Douglas Shorter"
"../test/329__M_Right_thumb_finger.BMP","Douglas Shorter"
"../test/329__M_Left_ring_finger.BMP","Douglas Shorter"
"../test/329__M_Left_middle_finger.BMP","Douglas Shorter"
"../test/329__M_Right_ring_finger.BMP","Douglas Shorter"
"../test/329__M_Left_little_finger.BMP","Douglas Shorter"
"../test/329__M_Left_index_finger.BMP","Douglas Shorter"
"../test/330__M_Right_thumb_finger.BMP","Pablo Manney"
"../test/330__M_Left_ring_finger.BMP","Pablo Manney"
"../test/330__M_Left_little_finger.BMP","Pablo Manney"
"../test/330__M_Right_ring_finger.BMP","Pablo Manney"
"../test/330__M_Left_middle_finger.BMP","Pablo Manney"
"../test/330__M_Left_index_finger.BMP","Pablo Manney"
"../test/330__M_Right_little_finger.BMP","Pablo Manney"
"../test/330__M_Right_index_finger.BMP","Pablo Manney"
"../test/330__M_Right_middle_finger.BMP","Pablo Manney"
"../test/330__M_Left_thumb_finger.BMP","Pablo Manney"
"../test/331__M_Left_index_finger.BMP","Charles Coffman"
"../test/331__M_Right_ring_finger.BMP","Charles Coffman"
"../test/331__M_Right_index_finger.BMP","Charles Coffman"
"../test/331__M_Left_thumb_finger.BMP","Charles Coffman"
"../test/331__M_Left_middle_finger.BMP","Charles Coffman"
"../test/331__M_Left_little_finger.BMP","Charles Coffman"
"../test/331__M_Right_little_finger.BMP","Charles Coffman"
"../test/331__M_Right_thumb_finger.BMP","Charles Coffman"
"../test/331__M_Right_middle_finger.BMP","Charles Coffman"
"../test/331__M_Left_ring_finger.BMP","Charles Coffman"
"../test/332__M_Left_little_finger.BMP","Arline Romiro"
"../test/332__M_Left_middle_finger.BMP","Arline Romiro"
"../test/332__M_Left_thumb_finger.BMP","Arline Romiro"
"../test/332__M_Right_little_finger.BMP","Arline Romiro"
"../test/332__M_Right_thumb_finger.BMP","Arline Romiro"
"../test/332__M_Right_middle_finger.BMP","Arline Romiro"
"../test/332__M_Left_ring_finger.BMP","Arline Romiro"
"../test/332__M_Right_ring_finger.BMP","Arline Romiro"
"../test/332__M_Left_index_finger.BMP","Arline Romiro"
"../test/332__M_Right_index_finger.BMP","Arline Romiro"
"../test/333__M_Right_index_finger.BMP","Jessica Perez"
"../test/333__M_Right_little_finger.BMP","Jessica Perez"
"../test/333__M_Left_ring_finger.BMP","Jessica Perez"
"../test/333__M_Right_middle_finger.BMP","Jessica Perez"
"../test/333__M_Left_thumb_finger.BMP","Jessica Perez"
"../test/333__M_Right_thumb_finger.BMP","Jessica Perez"
"../test/333__M_Left_index_finger.BMP","Jessica Perez"
"../test/333__M_Left_middle_finger.BMP","Jessica Perez"
"../test/333__M_Right_ring_finger.BMP","Jessica Perez"
"../test/333__M_Left_little_finger.BMP","Jessica Perez"
"../test/334__F_Left_ring_finger.BMP","Marie Schlenker"
"../test/334__F_Right_middle_finger.BMP","Marie Schlenker"
"../test/334__F_Right_little_finger.BMP","Marie Schlenker"
"../test/334__F_Left_thumb_finger.BMP","Marie Schlenker"
"../test/334__F_Right_index_finger.BMP","Marie Schlenker"
"../test/334__F_Left_middle_finger.BMP","Marie Schlenker"
"../test/334__F_Left_little_finger.BMP","Marie Schlenker"
"../test/334__F_Left_index_finger.BMP","Marie Schlenker"
"../test/334__F_Right_thumb_finger.BMP","Marie Schlenker"
"../test/334__F_Right_ring_finger.BMP","Marie Schlenker"
"../test/335__M_Left_index_finger.BMP","Jennifer Ruiz"
"../test/335__M_Left_middle_finger.BMP","Jennifer Ruiz"
"../test/335__M_Left_little_finger.BMP","Jennifer Ruiz"
"../test/335__M_Right_ring_finger.BMP","Jennifer Ruiz"
"../test/335__M_Right_middle_finger.BMP","Jennifer Ruiz"
"../test/335__M_Right_thumb_finger.BMP","Jennifer Ruiz"
"../test/335__M_Right_little_finger.BMP","Jennifer Ruiz"
"../test/335__M_Left_thumb_finger.BMP","Jennifer Ruiz"
"../test/335__M_Left_ring_finger.BMP","Jennifer Ruiz"
"../test/335__M_Right_index_finger.BMP","Jennifer Ruiz"
"../test/336__M_Left_thumb_finger.BMP","William Chapman"
"../test/336__M_Right_index_finger.BMP","William Chapman"
"../test/336__M_Right_ring_finger.BMP","William Chapman"
"../test/336__M_Left_little_finger.BMP","William Chapman"
"../test/336__M_Left_middle_finger.BMP","William Chapman"
"../test/336__M_Left_index_finger.BMP","William Chapman"
"../test/336__M_Left_ring_finger.BMP","William Chapman"
"../test/336__M_Right_middle_finger.BMP","William Chapman"
"../test/336__M_Right_thumb_finger.BMP","William Chapman"
"../test/336__M_Right_little_finger.BMP","William Chapman"
"../test/337__F_Left_little_finger.BMP","Barbara Dates"
"../test/337__F_Left_middle_finger.BMP","Barbara Dates"
"../test/337__F_Right_ring_finger.BMP","Barbara Dates"
"../test/337__F_Left_ring_finger.BMP","Barbara Dates"
"../test/337__F_Right_thumb_finger.BMP","Barbara Dates"
"../test/337__F_Left_index_finger.BMP","Barbara Dates"
"../test/337__F_Right_middle_finger.BMP","Barbara Dates"
"../test/337__F_Right_little_finger.BMP","Barbara Dates"
"../test/337__F_Right_index_finger.BMP","Barbara Dates"
"../test/337__F_Left_thumb_finger.BMP","Barbara Dates"
"../test/338__M_Right_middle_finger.BMP","Kimberly Furness"
"../test/338__M_Right_little_finger.BMP","Kimberly Furness"
"../test/338__M_Right_thumb_finger.BMP","Kimberly Furness"
"../test/338__M_Left_ring_finger.BMP","Kimberly Furness"
"../test/338__M_Left_little_finger.BMP","Kimberly Furness"
"../test/338__M_Right_ring_finger.BMP","Kimberly Furness"
"../test/338__M_Left_middle_finger.BMP","Kimberly Furness"
"../test/338__M_Left_index_finger.BMP","Kimberly Furness"
"../test/338__M_Right_index_finger.BMP","Kimberly Furness"
"../test/338__M_Left_thumb_finger.BMP","Kimberly Furness"
"../test/339__M_Left_index_finger.BMP","Russell Dunaway"
"../test/339__M_Right_ring_finger.BMP","Russell Dunaway"
"../test/339__M_Right_index_finger.BMP","Russell Dunaway"
"../test/339__M_Right_middle_finger.BMP","Russell Dunaway"
"../test/339__M_Right_little_finger.BMP","Russell Dunaway"
"../test/339__M_Left_thumb_finger.BMP","Russell Dunaway"
"../test/339__M_Left_ring_finger.BMP","Russell Dunaway"
"../test/339__M_Left_middle_finger.BMP","Russell Dunaway"
"../test/339__M_Left_little_finger.BMP","Russell Dunaway"
"../test/339__M_Right_thumb_finger.BMP","Russell Dunaway"
"../test/340__M_Right_middle_finger.BMP","Rosalie Standen"
"../test/340__M_Right_thumb_finger.BMP","Rosalie Standen"
"../test/340__M_Right_little_finger.BMP","Rosalie Standen"
"../test/340__M_Left_index_finger.BMP","Rosalie Standen"
"../test/340__M_Left_middle_finger.BMP","Rosalie Standen"
"../test/340__M_Right_ring_finger.BMP","Rosalie Standen"
"../test/340__M_Left_little_finger.BMP","Rosalie Standen"
"../test/340__M_Right_index_finger.BMP","Rosalie Standen"
"../test/340__M_Left_thumb_finger.BMP","Rosalie Standen"
"../test/340__M_Left_ring_finger.BMP","Rosalie Standen"
"../test/341__M_Right_ring_finger.BMP","James Baadsgaard"
"../test/341__M_Left_index_finger.BMP","James Baadsgaard"
"../test/341__M_Right_middle_finger.BMP","James Baadsgaard"
"../test/341__M_Left_ring_finger.BMP","James Baadsgaard"
"../test/341__M_Right_little_finger.BMP","James Baadsgaard"
"../test/341__M_Right_index_finger.BMP","James Baadsgaard"
"../test/341__M_Left_little_finger.BMP","James Baadsgaard"
"../test/341__M_Left_middle_finger.BMP","James Baadsgaard"
"../test/341__M_Left_thumb_finger.BMP","James Baadsgaard"
"../test/341__M_Right_thumb_finger.BMP","James Baadsgaard"
"../test/342__M_Left_thumb_finger.BMP","Barbara Ford"
"../test/342__M_Left_middle_finger.BMP","Barbara Ford"
"../test/342__M_Left_little_finger.BMP","Barbara Ford"
"../test/342__M_Left_ring_finger.BMP","Barbara Ford"
"../test/342__M_Right_thumb_finger.BMP","Barbara Ford"
"../test/342__M_Left_index_finger.BMP","Barbara Ford"
"../test/342__M_Right_ring_finger.BMP","Barbara Ford"
"../test/342__M_Right_middle_finger.BMP","Barbara Ford"
"../test/342__M_Right_index_finger.BMP","Barbara Ford"
"../test/342__M_Right_little_finger.BMP","Barbara Ford"
"../test/343__M_Right_index_finger.BMP","Deborah Hand"
"../test/343__M_Left_thumb_finger.BMP","Deborah Hand"
"../test/343__M_Left_ring_finger.BMP","Deborah Hand"
"../test/343__M_Right_middle_finger.BMP","Deborah Hand"
"../test/343__M_Right_thumb_finger.BMP","Deborah Hand"
"../test/343__M_Right_little_finger.BMP","Deborah Hand"
"../test/343__M_Left_little_finger.BMP","Deborah Hand"
"../test/343__M_Right_ring_finger.BMP","Deborah Hand"
"../test/343__M_Left_middle_finger.BMP","Deborah Hand"
"../test/343__M_Left_index_finger.BMP","Deborah Hand"
"../test/344__M_Right_index_finger.BMP","Samantha Vellekamp"
"../test/344__M_Left_index_finger.BMP","Samantha Vellekamp"
"../test/344__M_Right_ring_finger.BMP","Samantha Vellekamp"
"../test/344__M_Right_little_finger.BMP","Samantha Vellekamp"
"../test/344__M_Right_thumb_finger.BMP","Samantha Vellekamp"
"../test/344__M_Right_middle_finger.BMP","Samantha Vellekamp"
"../test/344__M_Left_thumb_finger.BMP","Samantha Vellekamp"
"../test/344__M_Left_ring_finger.BMP","Samantha Vellekamp"
"../test/344__M_Left_middle_finger.BMP","Samantha Vellekamp"
"../test/344__M_Left_little_finger.BMP","Samantha Vellekamp"
"../test/345__M_Left_little_finger.BMP","Violeta Faulk"
"../test/345__M_Right_ring_finger.BMP","Violeta Faulk"
"../test/345__M_Left_middle_finger.BMP","Violeta Faulk"
"../test/345__M_Left_index_finger.BMP","Violeta Faulk"
"../test/345__M_Right_thumb_finger.BMP","Violeta Faulk"
"../test/345__M_Left_ring_finger.BMP","Violeta Faulk"
"../test/345__M_Left_thumb_finger.BMP","Violeta Faulk"
"../test/345__M_Right_little_finger.BMP","Violeta Faulk"
"../test/345__M_Right_index_finger.BMP","Violeta Faulk"
"../test/345__M_Right_middle_finger.BMP","Violeta Faulk"
"../test/346__M_Left_ring_finger.BMP","Mark Savage"
"../test/346__M_Left_thumb_finger.BMP","Mark Savage"
"../test/346__M_Right_index_finger.BMP","Mark Savage"
"../test/346__M_Right_little_finger.BMP","Mark Savage"
"../test/346__M_Right_middle_finger.BMP","Mark Savage"
"../test/346__M_Left_index_finger.BMP","Mark Savage"
"../test/346__M_Left_middle_finger.BMP","Mark Savage"
"../test/346__M_Left_little_finger.BMP","Mark Savage"
"../test/346__M_Right_ring_finger.BMP","Mark Savage"
"../test/346__M_Right_thumb_finger.BMP","Mark Savage"
"../test/347__M_Right_little_finger.BMP","Ray Farrell"
"../test/347__M_Right_thumb_finger.BMP","Ray Farrell"
"../test/347__M_Right_middle_finger.BMP","Ray Farrell"
"../test/347__M_Left_little_finger.BMP","Ray Farrell"
"../test/347__M_Left_middle_finger.BMP","Ray Farrell"
"../test/347__M_Left_thumb_finger.BMP","Ray Farrell"
"../test/347__M_Right_index_finger.BMP","Ray Farrell"
"../test/347__M_Left_ring_finger.BMP","Ray Farrell"
"../test/347__M_Right_ring_finger.BMP","Ray Farrell"
"../test/347__M_Left_index_finger.BMP","Ray Farrell"
"../test/348__F_Left_little_finger.BMP","Stephanie Collins"
"../test/348__F_Left_middle_finger.BMP","Stephanie Collins"
"../test/348__F_Right_thumb_finger.BMP","Stephanie Collins"
"../test/348__F_Left_thumb_finger.BMP","Stephanie Collins"
"../test/348__F_Right_little_finger.BMP","Stephanie Collins"
"../test/348__F_Right_middle_finger.BMP","Stephanie Collins"
"../test/348__F_Right_ring_finger.BMP","Stephanie Collins"
"../test/348__F_Right_index_finger.BMP","Stephanie Collins"
"../test/348__F_Left_ring_finger.BMP","Stephanie Collins"
"../test/348__F_Left_index_finger.BMP","Stephanie Collins"
"../test/349__M_Right_ring_finger.BMP","Jimmy Houston"
"../test/349__M_Left_ring_finger.BMP","Jimmy Houston"
"../test/349__M_Left_index_finger.BMP","Jimmy Houston"
"../test/349__M_Right_index_finger.BMP","Jimmy Houston"
"../test/349__M_Left_little_finger.BMP","Jimmy Houston"
"../test/349__M_Left_middle_finger.BMP","Jimmy Houston"
"../test/349__M_Left_thumb_finger.BMP","Jimmy Houston"
"../test/349__M_Right_little_finger.BMP","Jimmy Houston"
"../test/349__M_Right_middle_finger.BMP","Jimmy Houston"
"../test/349__M_Right_thumb_finger.BMP","Jimmy Houston"
"../test/350__M_Left_middle_finger.BMP","Michael Grant"
"../test/350__M_Left_little_finger.BMP","Michael Grant"
"../test/350__M_Left_thumb_finger.BMP","Michael Grant"
"../test/350__M_Right_thumb_finger.BMP","Michael Grant"
"../test/350__M_Right_little_finger.BMP","Michael Grant"
"../test/350__M_Right_middle_finger.BMP","Michael Grant"
"../test/350__M_Right_ring_finger.BMP","Michael Grant"
"../test/350__M_Left_ring_finger.BMP","Michael Grant"
"../test/350__M_Left_index_finger.BMP","Michael Grant"
"../test/350__M_Right_index_finger.BMP","Michael Grant"
"../test/351__M_Right_little_finger.BMP","Jason Jett"
"../test/351__M_Right_middle_finger.BMP","Jason Jett"
"../test/351__M_Left_ring_finger.BMP","Jason Jett"
"../test/351__M_Right_index_finger.BMP","Jason Jett"
"../test/351__M_Left_thumb_finger.BMP","Jason Jett"
"../test/351__M_Right_thumb_finger.BMP","Jason Jett"
"../test/351__M_Left_index_finger.BMP","Jason Jett"
"../test/351__M_Left_little_finger.BMP","Jason Jett"
"../test/351__M_Right_ring_finger.BMP","Jason Jett"
"../test/351__M_Left_middle_finger.BMP","Jason Jett"
"../test/352__M_Right_thumb_finger.BMP","Angela Kim"
"../test/352__M_Left_middle_finger.BMP","Angela Kim"
"../test/352__M_Right_ring_finger.BMP","Angela Kim"
"../test/352__M_Left_ring_finger.BMP","Angela Kim"
"../test/352__M_Left_little_finger.BMP","Angela Kim"
"../test/352__M_Left_index_finger.BMP","Angela Kim"
"../test/352__M_Right_index_finger.BMP","Angela Kim"
"../test/352__M_Right_little_finger.BMP","Angela Kim"
"../test/352__M_Right_middle_finger.BMP","Angela Kim"
"../test/352__M_Left_thumb_finger.BMP","Angela Kim"
"../test/353__M_Left_index_finger.BMP","Deborah Viens"
"../test/353__M_Right_ring_finger.BMP","Deborah Viens"
"../test/353__M_Right_index_finger.BMP","Deborah Viens"
"../test/353__M_Left_thumb_finger.BMP","Deborah Viens"
"../test/353__M_Left_little_finger.BMP","Deborah Viens"
"../test/353__M_Left_middle_finger.BMP","Deborah Viens"
"../test/353__M_Right_little_finger.BMP","Deborah Viens"
"../test/353__M_Right_middle_finger.BMP","Deborah Viens"
"../test/353__M_Left_ring_finger.BMP","Deborah Viens"
"../test/353__M_Right_thumb_finger.BMP","Deborah Viens"
"../test/354__M_Left_thumb_finger.BMP","Eugene Paul"
"../test/354__M_Right_index_finger.BMP","Eugene Paul"
"../test/354__M_Left_middle_finger.BMP","Eugene Paul"
"../test/354__M_Left_little_finger.BMP","Eugene Paul"
"../test/354__M_Right_ring_finger.BMP","Eugene Paul"
"../test/354__M_Left_index_finger.BMP","Eugene Paul"
"../test/354__M_Left_ring_finger.BMP","Eugene Paul"
"../test/354__M_Right_thumb_finger.BMP","Eugene Paul"
"../test/354__M_Right_middle_finger.BMP","Eugene Paul"
"../test/354__M_Right_little_finger.BMP","Eugene Paul"
"../test/355__M_Left_ring_finger.BMP","Michael Harris"
"../test/355__M_Right_thumb_finger.BMP","Michael Harris"
"../test/355__M_Left_thumb_finger.BMP","Michael Harris"
"../test/355__M_Left_little_finger.BMP","Michael Harris"
"../test/355__M_Left_middle_finger.BMP","Michael Harris"
"../test/355__M_Right_middle_finger.BMP","Michael Harris"
"../test/355__M_Right_little_finger.BMP","Michael Harris"
"../test/355__M_Right_index_finger.BMP","Michael Harris"
"../test/355__M_Left_index_finger.BMP","Michael Harris"
"../test/355__M_Right_ring_finger.BMP","Michael Harris"
"../test/356__M_Right_index_finger.BMP","Francis Robinson"
"../test/356__M_Right_middle_finger.BMP","Francis Robinson"
"../test/356__M_Right_little_finger.BMP","Francis Robinson"
"../test/356__M_Right_ring_finger.BMP","Francis Robinson"
"../test/356__M_Left_index_finger.BMP","Francis Robinson"
"../test/356__M_Left_ring_finger.BMP","Francis Robinson"
"../test/356__M_Right_thumb_finger.BMP","Francis Robinson"
"../test/356__M_Left_middle_finger.BMP","Francis Robinson"
"../test/356__M_Left_little_finger.BMP","Francis Robinson"
"../test/356__M_Left_thumb_finger.BMP","Francis Robinson"
"../test/357__M_Left_index_finger.BMP","Troy Sanchez"
"../test/357__M_Right_ring_finger.BMP","Troy Sanchez"
"../test/357__M_Left_little_finger.BMP","Troy Sanchez"
"../test/357__M_Left_middle_finger.BMP","Troy Sanchez"
"../test/357__M_Right_middle_finger.BMP","Troy Sanchez"
"../test/357__M_Right_little_finger.BMP","Troy Sanchez"
"../test/357__M_Right_thumb_finger.BMP","Troy Sanchez"
"../test/357__M_Left_thumb_finger.BMP","Troy Sanchez"
"../test/357__M_Left_ring_finger.BMP","Troy Sanchez"
"../test/357__M_Right_index_finger.BMP","Troy Sanchez"
"../test/358__M_Left_middle_finger.BMP","Lynne Crisson"
"../test/358__M_Left_little_finger.BMP","Lynne Crisson"
"../test/358__M_Left_thumb_finger.BMP","Lynne Crisson"
"../test/358__M_Right_thumb_finger.BMP","Lynne Crisson"
"../test/358__M_Right_ring_finger.BMP","Lynne Crisson"
"../test/358__M_Left_index_finger.BMP","Lynne Crisson"
"../test/358__M_Right_index_finger.BMP","Lynne Crisson"
"../test/358__M_Left_ring_finger.BMP","Lynne Crisson"
"../test/358__M_Right_middle_finger.BMP","Lynne Crisson"
"../test/358__M_Right_little_finger.BMP","Lynne Crisson"
"../test/359__M_Right_index_finger.BMP","Richard Vaughn"
"../test/359__M_Left_thumb_finger.BMP","Richard Vaughn"
"../test/359__M_Left_ring_finger.BMP","Richard Vaughn"
"../test/359__M_Right_middle_finger.BMP","Richard Vaughn"
"../test/359__M_Right_little_finger.BMP","Richard Vaughn"
"../test/359__M_Right_thumb_finger.BMP","Richard Vaughn"
"../test/359__M_Left_index_finger.BMP","Richard Vaughn"
"../test/359__M_Left_little_finger.BMP","Richard Vaughn"
"../test/359__M_Right_ring_finger.BMP","Richard Vaughn"
"../test/359__M_Left_middle_finger.BMP","Richard Vaughn"
"../test/360__M_Left_index_finger.BMP","Donald Olding"
"../test/360__M_Right_ring_finger.BMP","Donald Olding"
"../test/360__M_Left_ring_finger.BMP","Donald Olding"
"../test/360__M_Right_index_finger.BMP","Donald Olding"
"../test/360__M_Left_thumb_finger.BMP","Donald Olding"
"../test/360__M_Right_middle_finger.BMP","Donald Olding"
"../test/360__M_Right_little_finger.BMP","Donald Olding"
"../test/360__M_Left_middle_finger.BMP","Donald Olding"
"../test/360__M_Left_little_finger.BMP","Donald Olding"
"../test/360__M_Right_thumb_finger.BMP","Donald Olding"
"../test/361__M_Right_thumb_finger.BMP","Matthew Pearson"
"../test/361__M_Right_ring_finger.BMP","Matthew Pearson"
"../test/361__M_Left_little_finger.BMP","Matthew Pearson"
"../test/361__M_Left_middle_finger.BMP","Matthew Pearson"
"../test/361__M_Left_index_finger.BMP","Matthew Pearson"
"../test/361__M_Left_ring_finger.BMP","Matthew Pearson"
"../test/361__M_Right_index_finger.BMP","Matthew Pearson"
"../test/361__M_Right_middle_finger.BMP","Matthew Pearson"
"../test/361__M_Left_thumb_finger.BMP","Matthew Pearson"
"../test/361__M_Right_little_finger.BMP","Matthew Pearson"
"../test/362__M_Right_index_finger.BMP","Joe Hall"
